Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
phenoxybenzamine MCF7 UP,1/191,0.0915180865089628,0.1045373958868069,0,0,11.578947368421051,27.68779500438416,MDM2
streptozocin BOSS,1/191,0.0915180865089628,0.1045373958868069,0,0,11.578947368421051,27.68779500438416,STAT3
formaldehyde BOSS,1/191,0.0915180865089628,0.1045373958868069,0,0,11.578947368421051,27.68779500438416,ERBB2
dihydroergocristine HL60 DOWN,1/192,0.0919767065184695,0.1048419243404684,0,0,11.517742873763815,27.48386752497333,HGF
cyclosporin A BOSS,1/192,0.0919767065184695,0.1048419243404684,0,0,11.517742873763815,27.48386752497333,STAT3
Simvastatin and niacin BOSS,1/193,0.0924351181411287,0.1052545870804093,0,0,11.457175925925926,27.282380766060548,STAT3
valproic acid HL60 DOWN,1/195,0.0933513166113739,0.1061871226454378,0,0,11.337915234822452,26.88656557789663,HGF
chlortetracycline HL60 DOWN,2/1050,0.0936668557894483,0.1064351784829111,0,0,4.518606870229007,10.700110227593903,HGF;JAK1
sanguinarine MCF7 UP,1/196,0.0938091036064344,0.1064860094991957,0,0,11.27920227920228,26.69215746118742,MDM2
11-cis-Retinal BOSS,1/197,0.0942666825685649,0.1068943067132636,0,0,11.22108843537415,26.50003063546954,STAT3
Acetylcholine bromide BOSS,1/198,0.0947240535753904,0.1073015212700481,0,0,11.163564579808234,26.310147374168167,STAT3
Capsaicin BOSS,1/202,0.0965514597102952,0.1091451283681597,0,0,10.939192924267552,25.572323233557647,STAT3
dexamethasone BOSS,1/202,0.0965514597102952,0.1091451283681597,0,0,10.939192924267552,25.572323233557647,STAT3
co-dergocrine mesilate HL60 DOWN,1/203,0.0970077921963338,0.1093214747971069,0,0,10.884488448844884,25.39311940245665,HGF
Vitamin D3 BOSS,1/203,0.0970077921963338,0.1093214747971069,0,0,10.884488448844884,25.39311940245665,ERBB2
N-methyl-D-aspartic acid BOSS,1/203,0.0970077921963338,0.1093214747971069,0,0,10.884488448844884,25.39311940245665,STAT3
0179445-0000 MCF7 UP,1/204,0.0974639172202934,0.1097222655717118,0,0,10.83032293377121,25.21594900155374,MDM2
nocodazole HL60 DOWN,1/212,0.1011054591754641,0.1135876146292251,0,0,10.415481832543444,23.86802605954351,HGF
Alitretinoin CTD 00003402,1/212,0.1011054591754641,0.1135876146292251,0,0,10.415481832543444,23.86802605954351,HGF
PARAQUAT CTD 00006471,1/213,0.1015597208895686,0.113980693948005,0,0,10.365828092243186,23.707771159120533,MDM2
piperlongumine MCF7 UP,1/216,0.1029212666737852,0.1152718186746394,0,0,10.219638242894057,23.237321299310643,MDM2
Periodate-oxidized adenosine CTD 00001296,1/216,0.1029212666737852,0.1152718186746394,0,0,10.219638242894057,23.237321299310643,MDM2
parthenolide MCF7 UP,1/223,0.1060909879175841,0.1187001627110675,0,0,9.893893893893894,22.196537153517223,MDM2
vinblastine CTD 00006986,1/227,0.1078977281563219,0.1205980748686832,0,0,9.716814159292037,21.635181108877852,ERBB2
CADMIUM CTD 00005555,2/1142,0.1081185687146596,0.1207213466629942,0,0,4.133771929824562,9.19568642477211,STAT3;IGF1R
celastrol MCF7 UP,1/229,0.1087998652470879,0.1213579702245352,0,0,9.630604288499026,21.36304157329416,MDM2
LITHIUM CHLORIDE CTD 00007226,1/231,0.1097011811998824,0.1222384590512976,0,0,9.545893719806765,21.096378767938067,STAT3
diethylstilbestrol CTD 00005818,1/233,0.1106016766841394,0.1231162394893784,0,0,9.46264367816092,20.835038388425733,MDM2
baclofen HL60 DOWN,1/234,0.1110516169731965,0.1233655806050158,0,0,9.421554601812112,20.7063174243162,HDAC1
1-NITROPYRENE CTD 00001569,1/234,0.1110516169731965,0.1233655806050158,0,0,9.421554601812112,20.7063174243162,MDM2
verteporfin MCF7 DOWN,1/235,0.1115013523622626,0.1237393056703158,0,0,9.380816714150049,20.578871727654,IGF1R
Prestwick-983 HL60 DOWN,1/236,0.1119508829941034,0.123986170618216,0,0,9.340425531914894,20.452683538783884,HGF
spiperone PC3 UP,1/236,0.1119508829941034,0.123986170618216,0,0,9.340425531914894,20.452683538783884,IGF1R
flunixin HL60 DOWN,1/238,0.1128493302031557,0.1247282070666457,0,0,9.26066572902016,20.20401026619315,HGF
midecamycin HL60 DOWN,1/238,0.1128493302031557,0.1247282070666457,0,0,9.26066572902016,20.20401026619315,HGF
puromycin HL60 DOWN,1/240,0.1137469592694354,0.1255932047747456,0,0,9.182240818224082,19.960161833921305,HGF
"1-chloro-2,4-dinitrobenzene CTD 00005848",1/242,0.1146437708418963,0.1264555532922736,0,0,9.105117565698478,19.721007254823515,MDM2
digoxigenin HL60 UP,1/244,0.1155397655924793,0.127315261379402,0,0,9.029263831732967,19.486420117835436,PML
quinpirole HL60 DOWN,1/245,0.1159874568731722,0.1276797408321613,0,0,8.991803278688524,19.370801039886828,HGF
